id,Volume,Good Type,Business Type,Start Business ID,End Business ID,Distance,Price
63669,9,5,1,30,11,3965.08,40
63670,5,1,1,19,17,9795.42,78
63671,1,3,1,32,32,2861.17,22
63672,10,1,1,5,9,5921.25,54
63673,10,5,1,32,28,11675.42,186
63674,8,1,1,32,32,359.08,18
63675,8,3,1,32,32,1286.33,12
63676,10,1,2,1,26,10613.00,24
63677,10,3,1,25,25,3666.33,56.8
63678,10,1,1,24,25,19017.92,304
63679,16,1,1,3,15,23160.42,51
63680,10,1,1,19,3,13214.33,110
63681,14,5,1,22,22,1295.00,24
63682,7,1,1,10,6,7625.08,99.6
63683,12,3,1,32,19,4888.42,96
63684,1,1,1,26,3,10150.50,54
63685,1,1,1,17,17,2395.08,28
63686,5,1,1,22,17,11420.08,72
63687,5,1,1,17,17,1332.17,18
63688,12,3,1,32,27,4721.92,80
63689,8,5,1,11,11,3098.92,29
63690,12,3,1,22,15,35577.50,369.6
63691,5,1,1,11,11,1354.58,16
63692,12,3,1,1,1,2551.67,60
63693,5,1,1,22,28,5854.00,60
63694,12,5,1,19,5,14216.00,184
63695,12,3,1,10,1,20112.67,276
63696,5,5,1,17,17,3601.25,60
63697,12,3,1,16,21,22793.75,480
63698,14,5,1,17,18,18018.42,150
63699,5,1,1,22,19,15765.17,84
63700,5,1,1,17,7,21831.25,150
63701,5,1,1,16,16,1516.00,24
63702,8,1,1,27,30,11075.00,109
63703,8,1,1,16,3,17092.08,164
63704,10,1,1,32,11,12244.00,120
63705,1,1,1,17,17,384.00,13
63706,8,5,1,22,19,14287.33,76
63707,10,1,1,11,22,26379.67,410
63708,16,5,1,26,19,1839.67,52
63709,8,1,2,25,25,3459.00,36
63710,8,1,1,22,16,11421.67,172
63711,5,1,1,22,19,15910.42,86
63712,10,1,1,30,11,1782.50,33.4
63713,8,1,1,6,6,4703.92,64.8
63714,1,5,1,22,19,14508.33,56
63715,12,5,1,25,19,22759.50,160
63716,10,3,1,32,32,1723.83,32
63717,9,3,1,32,27,4641.33,62
63718,16,1,2,13,22,26522.67,45
63719,9,5,1,3,10,13240.67,220
63720,16,1,1,25,32,19585.92,184
63721,8,1,1,5,11,2843.92,32
63722,12,5,1,22,15,35577.50,369.4
63723,12,3,1,22,18,2044.33,270
63724,8,1,1,22,19,14879.17,130
63725,8,1,1,22,19,15147.08,96
63726,12,3,1,22,5,22856.75,240
63727,10,3,1,6,32,10160.92,128
63728,1,5,1,6,13,6814.33,44
63729,1,3,1,32,32,3821.67,26
63730,8,1,1,22,32,16256.67,110
63731,5,5,1,5,7,29793.17,164
63732,11,3,1,22,11,21832.25,210
63733,5,1,1,32,24,7208.25,44
63734,9,5,1,25,16,7465.75,116
63735,10,5,1,5,31,13279.83,170
63736,12,5,1,3,1,16103.00,250
63737,10,3,1,26,32,3594.25,52
63738,9,1,2,6,32,13582.50,70
63739,5,1,1,32,7,30440.92,226
63740,10,3,1,32,3,8806.50,160
63741,12,5,1,22,3,16508.08,310
63742,9,3,2,19,24,13125.00,40
63743,9,1,1,30,11,1369.58,36
63744,10,1,1,22,25,19936.50,330
63745,8,1,1,22,25,16419.08,190
63746,10,3,1,32,32,2131.17,34
63747,8,1,1,4,4,2956.75,35.8
63748,16,1,1,24,8,12798.33,164
63749,8,1,1,25,25,5613.92,70
63750,16,1,1,26,5,13192.50,120
63751,8,1,1,22,1,9859.00,112
63752,5,1,1,7,7,5431.42,68
63753,12,5,1,22,5,24708.75,202
63754,8,1,1,25,25,3261.50,36
63755,5,1,1,4,4,2586.42,30
63756,1,5,1,27,19,4585.67,42
63757,5,1,1,10,25,3272.00,20
63758,5,1,1,22,32,15217.08,111.8
63759,12,5,1,6,25,8953.08,136
63760,16,1,1,16,5,22781.83,230
63761,8,1,1,32,27,2168.58,30
63762,12,5,1,17,28,3830.50,82
63763,1,1,1,4,26,18476.92,88
63764,8,1,1,22,22,1885.33,26
63765,8,1,1,3,5,8781.00,34
63766,8,1,1,17,1,12051.25,136
63767,8,1,1,19,19,868.00,20
63768,16,5,1,24,19,11480.25,108
63769,12,3,1,32,25,22674.92,390
63770,5,1,1,24,24,3647.58,35
63771,10,1,1,6,9,3884.75,78
63772,8,1,3,27,3,5851.83,68
63773,8,3,1,32,32,2476.42,34
63774,8,1,1,22,20,5280.92,70
63775,8,1,1,1,1,745.83,23
63776,5,1,1,22,22,1291.58,16
63777,10,3,1,28,19,11803.50,166
63778,10,1,1,11,25,17559.58,270
63779,8,1,1,24,19,9403.25,94
63780,5,5,1,17,25,12662.67,90
63781,5,1,2,32,24,7454.17,40
63782,10,1,1,10,7,11633.83,168
63783,1,1,1,9,30,10375.17,30
63784,0,2,2,22,26,16645.67,105
63785,8,1,1,22,22,1827.92,36
63786,11,5,1,20,7,20294.17,400
63787,5,1,1,10,7,18788.75,180
63788,8,1,1,6,6,4703.92,78
63789,5,3,1,1,25,24684.75,180
63790,8,5,1,22,22,949.92,22
63791,10,1,1,25,25,2732.67,57.4
63792,12,3,1,25,7,10835.33,266
63793,2,1,1,22,30,24600.50,90
63794,8,1,1,4,4,1781.92,20
63795,12,3,1,10,29,31544.83,560
63796,8,1,1,6,6,4062.50,39
63797,5,1,1,27,32,4340.08,26
63798,5,1,2,22,20,9033.75,40
63799,12,3,1,28,22,5579.17,120
63800,10,1,1,10,4,10594.25,134
63801,5,1,1,32,15,20152.92,128
63802,10,1,1,22,11,21921.67,264
63803,8,1,1,32,31,21553.33,256
63804,1,1,1,26,5,13569.75,51
63805,6,3,1,22,1,9696.50,86
63806,14,5,1,22,22,1879.08,24
63807,8,1,1,19,19,3395.08,49
63808,5,3,1,32,26,3098.50,28
63809,5,1,1,19,22,14753.17,134
63810,10,1,1,22,6,19220.75,190
63811,10,1,1,25,16,6164.08,220
63812,12,3,1,32,11,10610.92,144
63813,10,5,1,26,19,1839.67,44
63814,7,3,1,32,27,922.00,34
63815,5,1,1,3,26,8693.33,72
63816,10,3,1,22,22,2411.33,62
63817,5,1,1,32,27,5678.42,54
63818,1,1,1,17,26,9079.17,36
63819,12,3,1,17,24,8131.42,104
63820,1,5,1,8,8,3469.00,22
63821,12,3,1,32,1,9813.50,186
63822,2,1,1,19,19,2762.17,20
63823,12,3,1,11,7,28757.33,496
63824,8,1,1,6,6,4703.92,111
63825,10,1,1,25,30,20303.92,104
63826,8,5,3,6,28,10788.33,114
63827,8,1,2,19,10,21024.58,28
63828,12,3,1,32,32,1416.83,84
63829,8,1,1,26,1,9978.92,90
63830,9,5,1,32,6,13610.67,200
63831,10,1,2,26,32,2415.00,28
63832,8,5,1,22,3,16102.83,106
63833,8,1,1,22,19,11950.75,130
63834,13,5,1,22,25,19283.25,370
63835,14,5,1,22,22,1859.67,32
63836,1,3,1,32,32,2467.58,19
63837,8,5,1,22,22,413.83,18
63838,12,3,1,1,32,11393.83,149
63839,1,1,1,17,17,1497.92,21
63840,12,5,1,1,3,16383.08,186
63841,5,5,1,15,15,3108.58,26
63842,5,1,1,30,5,1501.00,23.8
63843,2,5,1,26,5,14001.00,72
63844,11,5,1,30,26,12670.25,130
63845,8,1,1,1,27,14082.08,66
63846,12,3,1,24,28,15432.00,300
63847,8,1,1,17,32,11027.58,60
63848,1,5,1,26,19,5722.42,36
63849,10,5,1,18,18,3115.83,60
63850,10,1,2,24,24,4256.83,36
63851,5,1,1,26,32,3569.92,26
63852,12,5,1,15,5,10852.67,92
63853,8,1,1,19,19,3552.67,54
63854,16,5,1,17,26,9358.67,80
63855,1,1,1,17,17,755.33,12
63856,8,5,1,32,32,2776.25,30
63857,18,3,1,22,1,9130.33,170
63858,5,5,1,22,22,653.17,16
63859,1,5,1,26,3,9441.92,58
63860,10,1,1,3,24,4502.83,308
63861,5,1,1,1,26,9324.50,70
63862,1,1,1,1,26,8002.67,42
63863,12,5,1,17,20,4509.67,84
63864,8,1,1,8,3,16676.00,220
63865,2,1,1,11,24,8786.33,57
63866,10,1,1,6,12,7372.08,146
63867,5,1,1,32,16,19324.00,170
63868,10,1,1,28,25,13615.00,246
63869,10,3,1,17,32,5365.33,64
63870,8,3,1,26,32,1537.42,26
63871,1,3,1,32,1,13191.42,72
63872,1,3,1,32,26,1043.00,12
63873,12,5,1,5,31,12867.75,420
63874,10,3,1,22,32,17808.25,124
63875,12,3,1,32,19,4938.58,97
63876,8,1,1,26,24,10515.58,58
63877,8,5,1,19,32,2894.75,32
63878,14,5,1,22,4,6751.83,58
63879,8,5,1,32,5,13230.58,110
63880,5,3,1,32,32,2021.33,18
63881,12,3,1,10,29,29542.33,360
63882,12,1,1,28,17,4185.92,46
63883,8,1,1,1,11,19514.67,120
63884,8,1,1,25,7,6072.58,90
63885,12,3,1,32,5,11999.58,164
63886,1,5,1,20,10,13235.50,80
63887,12,3,1,25,26,21624.50,230
63888,8,5,1,32,32,2410.17,32
63889,12,3,1,32,15,24958.08,326
63890,16,1,1,22,25,19535.83,224
63891,12,3,2,23,3,42047.33,52
63892,8,1,1,27,20,4286.83,66
63893,10,1,1,21,30,7475.25,120
63894,10,1,1,5,8,8129.75,120
63895,1,1,1,22,17,13614.58,76
63896,8,1,1,6,32,10160.92,108
63897,8,1,1,32,19,5510.92,60
63898,1,5,1,27,26,5293.25,26
63899,16,1,1,24,1,15427.00,238
63900,8,5,1,20,17,4532.08,49.4
63901,12,3,1,22,22,271.50,60
63902,5,1,1,1,26,11546.83,70
63903,12,5,1,24,8,12798.33,210
63904,8,1,2,22,18,6233.67,174
63905,10,1,1,1,3,16167.08,130
63906,8,3,1,10,7,9733.58,82
63907,8,5,1,1,1,2274.50,30
63908,15,5,1,19,26,2709.58,26
63909,1,5,1,32,19,5141.42,32
63910,12,5,1,22,17,11531.67,140
63911,12,3,1,32,8,16454.33,650
63912,8,5,3,6,28,10779.50,112
63913,8,1,1,24,5,4733.92,83.4
63914,8,1,1,22,26,15256.83,85
63915,8,1,1,17,17,2154.25,42
63916,8,1,3,27,32,1970.58,32
63917,5,1,1,19,8,21840.08,90
63918,5,1,1,32,19,2427.75,18
63919,5,1,1,12,12,6481.00,30
63920,8,3,1,22,32,15975.42,100
63921,8,5,1,1,22,8366.00,110
63922,12,5,1,22,22,1167.92,50
63923,8,1,1,26,10,21087.17,180
63924,8,5,1,6,13,8012.08,54
63925,16,1,1,11,7,34661.58,400
63926,5,1,2,32,24,6794.83,56
63927,15,5,1,22,22,4591.67,28
63928,8,1,1,22,22,4983.67,68
63929,12,5,1,17,7,16824.58,250
63930,8,5,1,11,1,20008.83,200
63931,12,3,1,1,32,9163.92,132
63932,2,1,1,8,8,3116.83,22
63933,1,5,1,26,32,885.25,13
63934,12,5,1,25,6,8017.92,160
63935,8,1,1,22,22,2317.42,36
63936,8,1,1,22,4,2896.42,40
63937,0,5,2,1,32,9797.08,58
63938,8,1,1,3,14,16707.67,150
63939,5,1,1,17,17,160.83,12
63940,18,3,1,1,22,6109.25,170
63941,8,5,1,32,32,2725.92,28
63942,11,4,1,28,22,9035.00,96
63943,10,1,1,22,1,6515.83,104
63944,16,1,1,19,26,5833.92,52
63945,8,5,1,24,32,10334.33,72
63946,5,1,1,22,17,12026.33,80
63947,10,1,1,3,6,6818.50,90
63948,5,1,1,10,7,9036.00,38
63949,5,1,1,16,32,19548.33,142
63950,11,5,1,28,22,7131.92,98.8
63951,14,5,1,24,24,1240.25,16
63952,8,1,1,1,22,8004.75,56
63953,12,3,1,32,18,22369.42,370
63954,10,3,1,27,1,10889.00,198
63955,5,1,1,32,11,11713.75,72
63956,5,3,1,19,19,1661.25,13
63957,10,1,1,6,24,11860.08,183
63958,10,1,1,12,24,18633.08,341.8
63959,14,1,1,16,22,12963.92,134
63960,12,3,1,17,22,12368.25,160
63961,8,5,1,19,32,1830.00,28.6
63962,14,1,1,19,28,8500.17,88
63963,8,3,1,3,4,22130.42,180
63964,8,1,1,22,6,19569.83,157.6
63965,8,5,1,22,22,452.42,16
63966,14,5,1,26,22,16542.58,94
63967,10,4,1,24,24,2940.50,613
63968,8,1,1,26,4,18636.42,182
63969,10,3,2,25,4,13615.75,194
63970,10,1,1,24,21,10372.25,72
63971,2,5,1,18,18,94.42,14
63972,1,5,3,4,16,6653.33,56
63973,16,1,2,20,32,9885.50,92
63974,14,3,2,24,25,19360.75,28
63975,4,2,1,32,32,1712.33,16
63976,12,3,1,1,24,19031.50,250
63977,8,5,1,24,3,4463.92,62
63978,10,1,1,9,11,7422.83,562.4
63979,5,1,1,22,6,18302.67,110
63980,12,5,1,19,5,14350.17,193.6
63981,12,3,1,24,25,25017.00,890
63982,16,1,1,22,25,19217.25,350
63983,5,1,1,32,4,16859.25,126
63984,16,3,1,32,31,23974.42,278
63985,5,1,1,10,25,3691.17,26
63986,1,5,1,22,4,2894.67,24
63987,10,1,1,22,22,4497.25,84
63988,10,1,1,10,22,17189.92,238
63989,8,5,1,19,32,3144.33,34
63990,12,3,2,23,32,42443.58,48
63991,1,5,2,32,19,3648.33,24
63992,5,1,1,32,32,2454.33,24
63993,5,1,1,25,23,39375.42,290
63994,1,1,1,22,27,13292.83,60
63995,10,1,1,22,10,15888.92,212
63996,5,3,1,32,32,3971.42,30
63997,1,1,1,22,28,5931.33,68
63998,12,3,1,32,22,18040.75,244
63999,8,1,1,24,24,427.42,20
64000,5,1,1,3,32,6044.00,66
64001,15,1,1,22,22,3709.33,35
64002,9,1,1,26,5,14024.17,106
64003,1,1,1,22,32,16374.08,60
64004,12,3,1,32,22,15918.33,254
64005,12,3,1,3,3,1022.08,36
64006,16,3,1,13,13,1250.42,22
64007,8,1,3,21,3,10676.00,106
64008,0,1,2,25,11,21307.50,60
64009,12,5,1,6,25,8953.08,108
64010,8,4,1,22,22,1285.58,30
64011,8,1,1,32,22,17452.58,146
64012,5,5,1,1,9,18683.92,122
64013,8,1,1,24,11,4129.17,46
64014,8,1,1,32,19,2353.58,34
64015,5,1,1,17,26,11083.00,68
64016,12,3,1,22,7,20397.08,398
64017,12,3,1,25,11,18865.33,252
64018,16,1,1,6,8,16966.58,276
64019,10,1,1,7,22,18528.50,350.6
64020,1,3,1,24,32,7325.42,66
64021,12,5,1,32,22,15656.50,254
64022,12,1,2,6,23,35511.67,60
64023,8,1,1,22,26,17371.33,99
64024,8,1,1,32,32,2067.33,32
64025,12,5,1,6,25,8953.08,136
64026,10,5,1,32,6,14396.75,180
64027,1,5,1,8,15,3728.00,19
64028,16,1,1,24,5,7157.33,78
64029,11,3,1,26,6,15129.75,256
64030,2,5,1,26,32,1491.42,16
64031,1,1,2,22,6,18911.25,46
64032,8,5,1,19,17,7534.58,90
64033,8,5,1,32,24,5018.17,54
64034,5,5,1,22,21,27833.58,164
64035,1,1,1,1,19,6614.75,38
64036,8,5,1,26,7,25284.25,184
64037,8,1,1,6,6,3661.42,70.8
64038,12,3,1,22,7,15579.00,250
64039,12,3,1,28,24,15815.33,114
64040,14,5,1,22,19,13690.33,80
64041,10,1,1,22,5,25355.50,216
64042,10,1,1,12,25,11669.00,154
64043,5,1,1,10,22,15397.08,110
64044,8,1,1,10,16,4175.33,88
64045,5,5,1,22,26,16716.42,64
64046,16,1,1,9,30,7208.17,241.6
64047,12,3,1,32,6,13971.67,118
64048,8,1,1,32,17,9065.83,88
64049,4,1,1,5,26,13895.67,62
64050,8,5,1,22,22,1622.33,32
64051,5,3,1,32,27,1161.33,14
64052,8,5,1,1,20,6664.92,100
64053,8,5,1,19,32,7018.75,63
64054,8,5,1,19,19,1235.42,28.6
64055,12,3,1,22,28,8007.58,130
64056,10,3,1,32,24,8594.33,72
64057,10,3,1,22,5,26836.33,256
64058,5,1,1,22,30,24382.25,53.2
64059,10,1,1,16,1,18109.58,376.2
64060,8,1,1,17,17,2279.08,40
64061,8,1,1,22,7,17112.67,150
64062,10,1,1,7,7,1689.50,45
64063,5,1,1,11,11,1354.58,16
64064,12,3,1,5,23,35179.67,165.6
64065,1,5,1,22,24,19161.08,94
64066,8,1,1,22,17,10992.92,86
64067,10,3,1,24,19,7130.50,104
64068,10,1,1,32,32,1487.08,30
64069,12,5,1,1,30,20967.67,224
64070,12,3,1,22,25,19868.00,340
64071,8,1,1,30,6,11746.75,124
64072,8,1,1,1,22,6533.42,134
64073,10,1,1,32,16,20068.75,350
64074,1,1,1,17,19,12880.92,116
64075,1,5,1,26,22,16281.25,74
64076,1,5,1,22,28,10326.50,49
64077,8,5,1,24,26,8040.92,67
64078,12,5,1,5,20,15263.08,230
64079,8,1,1,22,16,10910.00,150
64080,12,3,1,20,12,23326.33,336
64081,16,3,1,26,1,10675.00,168
64082,9,3,1,32,32,1067.33,32
64083,1,5,1,1,24,18900.33,99.6
64084,12,5,1,3,8,15695.83,256
64085,8,1,1,19,1,8931.25,100
64086,1,5,1,22,26,16215.08,50
64087,12,5,1,22,17,11668.42,138
64088,10,1,1,22,24,18882.58,204
64089,12,3,1,22,1,6742.33,106
64090,8,5,1,5,30,1419.33,22
64091,12,5,1,32,22,15656.50,256
64092,12,5,1,22,5,24210.92,210
64093,15,1,1,17,26,12355.33,20
64094,10,3,1,24,19,7130.50,104
64095,8,1,1,22,22,2068.25,52
64096,6,5,1,17,22,12002.25,96
64097,10,1,3,27,17,4561.92,90
64098,4,1,1,22,22,955.33,16
64099,12,3,1,22,11,28658.67,300
64100,10,1,1,22,11,19914.25,194
64101,1,1,1,28,28,5082.75,36
64102,16,1,1,11,8,10351.58,120
64103,5,1,1,4,22,5902.00,38
64104,8,1,1,19,32,2442.58,26
64105,10,1,1,22,4,5843.33,96
64106,10,1,1,17,4,14008.08,192
64107,5,1,1,6,3,7250.17,49
64108,1,5,1,13,22,26900.58,94
64109,5,5,1,19,19,2962.42,28
64110,8,5,1,11,8,10351.58,112
64111,14,5,1,30,11,1458.50,16
64112,12,3,1,26,3,11972.25,162
64113,13,1,1,24,5,6341.08,160
64114,10,1,1,5,6,12108.33,152
64115,8,1,1,22,28,8218.08,93.8
64116,16,1,1,32,21,19739.50,150
64117,5,1,1,27,24,7014.17,44
64118,8,5,1,17,17,3315.58,42
64119,5,3,1,32,32,1819.33,16
64120,5,1,1,17,4,15951.50,114.4
64121,10,1,1,25,31,37664.58,360
64122,10,3,1,32,24,8784.42,80
64123,1,3,2,22,26,15154.33,14
64124,4,5,1,22,26,15664.42,100
64125,10,5,1,32,27,4549.08,66
64126,5,1,1,22,22,1507.83,25
64127,5,1,1,19,26,1919.00,16
64128,13,5,1,17,26,9439.67,96
64129,10,1,1,22,26,16839.83,130
64130,10,1,1,24,11,4622.58,36
64131,12,3,1,19,25,22651.17,380
64132,5,1,1,1,8,29868.58,148
64133,5,1,1,22,26,15867.75,62
64134,8,1,1,32,32,4513.58,46
64135,12,3,1,32,1,11458.33,184
64136,8,5,1,22,22,732.58,20
64137,5,1,1,22,1,7551.92,66
64138,5,1,1,25,22,19002.08,90
64139,8,5,1,27,6,11335.00,100
64140,6,1,1,26,32,3468.25,28
64141,12,5,1,28,29,27455.08,470
64142,12,3,1,24,19,9948.83,156
64143,1,5,1,3,30,8287.00,44
64144,1,5,1,22,17,11464.58,54
64145,5,1,1,26,24,9855.58,54
64146,8,1,1,25,25,918.58,16
64147,12,3,1,26,6,15129.75,240
64148,13,3,1,1,22,6109.25,170
64149,12,5,1,3,25,13090.25,240
64150,5,3,1,17,26,9312.58,90
64151,8,1,1,10,25,3836.83,44
64152,10,1,1,5,21,7852.08,84
64153,14,5,1,22,1,7486.75,56
64154,9,5,1,26,5,14001.00,120
64155,10,1,1,22,17,11734.42,130
64156,8,1,1,22,4,6143.58,64
64157,10,5,1,15,5,10852.67,86
64158,1,5,1,20,22,7267.25,38
64159,5,1,1,22,22,2452.58,34
64160,10,1,1,22,9,21755.25,280
64161,10,1,1,25,7,9253.25,164
64162,16,1,1,6,26,15609.33,160
64163,8,5,1,7,28,14974.67,110
64164,5,1,1,22,19,15289.17,88
64165,4,2,1,32,32,1977.08,16
64166,14,5,1,27,17,6242.50,56
64167,8,1,1,22,19,14863.42,94
64168,8,5,1,19,19,3129.92,58.4
64169,8,1,1,27,30,11075.00,109
64170,8,1,1,22,24,20878.33,142
64171,12,3,2,3,6,8417.33,183.8
64172,8,5,1,22,20,10054.00,100
64173,8,1,1,17,17,6337.50,110
64174,10,1,1,22,16,13159.17,220
64175,5,1,1,32,32,1830.42,21
64176,1,5,1,32,26,3559.33,19
64177,1,5,1,22,22,3373.67,24
64178,5,1,1,6,6,3184.08,62.6
64179,12,3,1,15,31,3824.83,80
64180,10,5,1,19,26,5164.25,44
64181,8,1,1,28,10,10238.42,124
64182,2,1,1,26,19,3338.75,28
64183,5,1,1,32,32,1434.00,32
64184,12,5,1,1,22,8765.42,195
64185,10,1,1,22,22,2658.08,127
64186,12,3,1,4,29,49345.42,740
64187,8,1,1,32,24,6778.92,56
64188,8,1,1,24,5,8000.58,54
64189,12,1,1,28,17,4185.92,48
64190,12,3,1,32,19,3335.67,76
64191,8,5,1,19,32,7018.75,63
64192,13,3,1,1,22,7215.58,160
64193,8,1,1,32,32,716.33,30
64194,8,1,1,1,32,12853.50,114
64195,8,1,1,27,9,10758.00,116
64196,8,1,1,26,10,16218.00,236
64197,12,5,1,17,30,13246.83,120
64198,8,5,1,22,22,718.33,22
64199,10,1,1,12,17,15799.92,177.6
64200,12,1,1,22,24,22097.67,150
64201,16,1,1,25,25,8587.83,88.8
64202,5,1,1,19,19,2415.17,56
64203,10,1,1,32,25,22030.83,292
64204,10,3,2,22,7,14786.75,67
64205,8,1,1,24,30,3571.00,36
64206,8,1,1,22,20,4743.33,64.6
64207,16,1,1,3,9,3345.33,288
64208,5,1,1,32,25,21326.58,46
64209,8,1,1,25,5,21506.42,82
64210,5,5,1,22,4,6623.50,60
64211,5,1,1,22,19,14055.17,70
64212,12,5,1,26,15,23185.83,310
64213,11,5,1,8,17,20534.00,230
64214,12,3,1,25,22,17316.50,224
64215,12,3,1,32,11,10610.92,144
64216,12,3,1,32,29,57873.75,960
64217,5,5,1,28,5,16034.67,30
64218,8,5,1,22,18,6637.67,114
64219,12,3,1,22,11,26743.67,274
64220,12,3,1,1,21,25448.92,961
64221,8,5,1,22,1,6674.17,74
64222,8,1,1,17,17,2580.25,48.4
64223,1,1,1,5,28,17375.17,83
64224,12,3,1,12,23,22631.00,192
64225,5,1,1,22,25,17072.50,110
64226,8,3,1,32,32,2422.08,28
64227,12,3,1,25,11,24983.00,340
64228,5,1,1,15,26,22289.58,134
64229,8,5,1,30,31,13385.67,152
64230,5,1,2,10,10,191.83,16
64231,8,1,1,19,31,27711.42,156
64232,8,1,1,32,20,5899.08,79
64233,1,1,1,32,19,2961.67,12
64234,8,3,1,22,32,17260.83,76
64235,10,1,1,1,12,26114.58,310
64236,12,3,1,22,7,16264.00,300
64237,12,5,1,30,19,16164.92,260
64238,12,5,1,22,32,14831.83,158
64239,10,1,1,22,7,18626.67,352
64240,12,3,1,3,23,36003.83,605.4
64241,8,5,1,1,32,10262.58,84
64242,12,1,1,7,7,7969.25,200
64243,10,3,1,32,24,5766.42,68
64244,12,3,1,32,32,1710.67,58
64245,14,5,1,20,32,7987.08,50
64246,12,5,1,19,17,8730.42,178
64247,0,1,2,3,17,6021.58,12
64248,10,1,1,22,7,15753.17,164
64249,5,1,1,24,24,1410.08,18
64250,8,1,1,24,11,7281.67,62
64251,16,1,1,3,31,25684.92,270
64252,8,1,1,22,6,18743.92,144
64253,12,3,1,20,32,12182.33,72
64254,5,1,1,17,22,11435.08,109
64255,16,1,1,22,17,12371.83,156
64256,10,1,1,5,21,5614.00,62
64257,8,1,1,19,19,1788.50,27.6
64258,10,1,1,22,17,11016.92,140
64259,8,5,1,19,19,1612.08,28.6
64260,8,5,1,7,7,74.42,144
64261,10,1,1,22,32,16966.75,95
64262,12,3,1,19,26,4291.17,62
64263,8,5,1,8,8,3933.00,36
64264,8,5,1,17,22,10914.50,90
64265,10,3,1,32,32,5309.00,64
64266,10,1,1,10,24,19042.50,216
64267,12,3,1,32,32,1025.42,20.4
64268,12,5,1,32,22,15967.42,266
64269,8,1,1,18,7,16571.83,334
64270,5,1,1,32,5,13854.92,86
64271,8,5,1,22,26,16201.42,106
64272,10,5,1,5,31,13261.58,124
64273,10,1,2,24,27,7906.75,92
64274,10,3,1,22,19,15230.92,144
64275,1,5,1,26,28,11981.00,70
64276,5,1,1,7,7,1125.75,22
64277,8,1,1,32,32,241.00,13.8
64278,8,1,3,19,32,819.17,21
64279,12,3,1,1,22,10110.67,150
64280,12,3,1,26,7,25402.08,517.6
64281,5,1,1,6,28,10513.33,80
64282,5,5,1,17,19,9783.00,54
64283,5,1,1,3,26,8562.17,84
64284,12,5,1,5,19,15527.50,178
64285,5,1,1,22,4,6439.67,60
64286,10,1,1,24,11,4746.83,36
64287,10,1,1,12,24,18633.08,158.6
64288,8,1,1,19,32,4964.75,46
64289,1,5,1,22,22,3319.83,26
64290,10,1,1,32,8,19376.50,190
64291,14,5,1,22,22,5709.25,56
64292,8,5,1,16,24,17179.50,128
64293,6,1,2,13,9,7839.58,49
64294,5,1,1,12,13,4466.33,31
64295,1,5,2,32,30,9479.67,20.4
64296,5,1,1,11,11,3261.42,34
64297,12,3,1,3,19,11298.33,230
64298,5,3,1,32,26,3031.75,20
64299,5,4,1,19,32,4766.83,30
64300,10,3,1,32,32,1574.50,34
64301,1,1,1,5,11,1055.42,14
64302,8,1,1,27,28,11345.92,82
64303,16,1,1,22,26,17888.92,156
64304,5,5,1,5,28,19402.33,160
64305,12,3,1,25,26,22200.17,292
64306,4,5,1,22,19,13489.25,72
64307,8,5,1,22,22,4699.92,48
64308,8,3,1,26,19,1562.92,29
64309,10,1,1,30,9,5123.75,40
64310,4,5,1,1,19,8410.83,52
64311,8,1,1,22,13,25597.67,180
64312,8,1,1,8,28,23198.83,100
64313,1,5,1,20,22,7267.25,72
64314,12,3,1,19,32,5139.08,70
64315,5,5,2,24,24,1410.08,12
64316,10,1,1,22,26,16161.33,100
64317,8,1,1,26,5,13743.25,95
64318,10,1,1,12,25,12841.42,145
64319,8,1,1,32,19,2353.58,34
64320,12,3,1,32,14,31389.83,364
64321,12,3,1,26,7,25402.08,517.6
64322,12,3,1,24,26,9141.50,140
64323,10,1,1,25,6,8745.58,122
64324,5,1,1,12,12,6481.00,50
64325,8,1,1,32,32,3753.25,44
64326,1,5,1,22,17,10489.33,54
64327,5,1,1,3,11,3091.50,24
64328,4,5,1,5,3,8882.58,46
64329,8,1,1,28,30,16877.58,68
64330,1,5,1,22,22,1809.67,24
64331,14,5,1,32,11,12769.75,64
64332,17,5,1,19,25,21457.17,330
64333,5,1,1,22,27,14424.17,140
64334,12,3,1,19,25,22220.58,378.8
64335,10,1,1,6,30,8487.17,148.2
64336,1,5,1,22,32,15139.83,56
64337,8,1,1,26,19,2774.58,48
64338,5,1,1,26,1,9822.08,76
64339,10,1,1,22,25,19184.92,286
64340,8,1,1,22,1,7335.00,74
64341,12,5,1,26,30,12302.50,182
64342,14,1,1,22,5,23053.92,140
64343,12,3,1,1,24,16605.42,180
64344,8,3,1,32,32,2259.75,28
64345,4,1,1,22,22,1265.67,24
64346,5,1,1,32,27,1810.33,24
64347,8,1,1,19,19,2240.67,30
64348,12,3,1,20,20,947.33,64
64349,8,1,3,32,8,17045.25,152
64350,12,3,1,19,6,16561.75,304
64351,8,1,1,25,28,14180.50,100
64352,10,1,1,9,3,4740.00,90
64353,8,1,1,28,28,1387.17,30
64354,10,1,1,25,25,1193.67,30
64355,8,1,1,24,24,6842.25,48
64356,8,5,1,22,4,6776.83,94
64357,8,1,1,32,32,2275.58,26
64358,12,5,1,25,22,20905.83,224
64359,8,5,1,26,32,1392.17,42
64360,12,3,1,17,17,2349.33,68
64361,12,3,1,25,32,19509.25,172
64362,14,1,1,32,24,9425.00,67.4
